Brand_ID,Country,Year,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs,Product_Lines,Average_Price_USD,Market_Trend,Certifications,Z_Carbon_Footprint,Z_Water_Usage,Z_Waste_Production
BRAND-2349,UK,2021,B,Vegan Leather,0,170.48,3641808.17,90347.17,0,13,107.41,Stable,GOTS,-0.5591332180337961,0.78658147804321,"13,999,637,165,198,600"
BRAND-2350,Australia,2019,B,Recycled Pol1ter,0,149.66,326837.24,89883.99,0,3,62.05,Stable,GOTS,-0.7049437244867575,"-15,333,642,889,769,100","13,838,494,681,525,600"
BRAND-2351,USA,2024,C,Bamboo Fabric,0,476.46,4821891.58,3765.41,0,13,204.82,Growing,OEKO-TEX,"15,837,629,762,254,300","16,124,498,097,936,100","-16,122,561,218,120,400"
BRAND-2352,China,2013,A,Organic Cotton,0,293.34,581016.27,52652.46,0,9,477.8,Declining,Fair Trade,0.30130284454117223,"-13,554,799,041,163,200",0.08854716340096254
BRAND-2353,Japan,2013,B,Hemp,1,238.93,2690354.67,38775.67,0,9,316.85,Declining,OEKO-TEX,-0.07975141367715763,0.12071726190015002,-0.394232837032915
BRAND-2354,China,2010,C,Recycled Pol1ter,1,473.07,279230.02,62678.8,1,8,136.22,Stable,Fair Trade,"1,560,021,496,068,100","-15,666,816,757,205,100",0.43736821131984044
BRAND-2355,India,2015,B,Bamboo Fabric,0,3.67,4665254.32,69507.25,1,17,37.86,Stable,GOTS,"-17,273,681,162,767,500","15,028,289,545,981,600",0.6749331736751625
BRAND-2356,USA,2017,C,Bamboo Fabric,0,61.56,3305602.68,80940.45,0,8,222.96,Stable,GOTS,"-13,219,420,731,181,600",0.5512917817397719,"10,726,995,375,792,500"
BRAND-2357,Brazil,2015,D,Vegan Leather,1,314.19,272100.45,11445.68,0,10,394.9,Growing,GOTS,0.44732345258844647,"-15,716,712,264,862,400","-13,450,559,441,101,100"
BRAND-2358,Japan,2019,A,Vegan Leather,1,452.19,1168123.88,95525.7,1,19,272.96,Stable,0ne,"14,137,907,864,265,100",-0.9445991321981229,"1,580,127,192,053,240"
BRAND-2359,USA,2010,B,Recycled Pol1ter,0,208.03,1107907.09,55335.35,0,12,367.1,Stable,GOTS,-0.29615605581916093,-0.9867411871403782,0.18188615861268265
BRAND-2360,Japan,2017,B,Organic Cotton,1,365.96,1668637.3,47776.47,1,9,46.95,Growing,0ne,0.8098887705072655,-0.5943203470789528,-0.08109080433621454
BRAND-2361,China,2020,A,Hemp,0,328.48,3417246.67,58306.72,1,19,317.08,Declining,OEKO-TEX,0.5474018453460268,0.6294245942087296,0.2852615076587669
BRAND-2362,India,2013,C,Tencel,0,21.34,2810086.18,98400.16,1,11,431.43,Growing,Fair Trade,"-16,036,182,772,266,200",0.2045100358547102,"1,680,130,996,971,180"
BRAND-2363,Italy,2021,A,Tencel,1,404.65,4116796.62,20965.12,1,16,147.44,Declining,0ne,"10,808,497,933,057,800","11,189,968,950,197,100","-10,138,701,837,627,800"
BRAND-2364,India,2016,D,Organic Cotton,1,88.87,3580263.26,30074.41,1,5,438.1,Stable,GOTS,"-11,306,795,884,289,000",0.7435099529978502,-0.6969537333335206
BRAND-2365,India,2016,C,Hemp,0,460.57,2663424.09,26279.39,0,14,342.31,Stable,B Corp,"14,724,791,651,045,100",0.10187019313433222,-0.8289842502791956
BRAND-2366,China,2014,A,Vegan Leather,0,69.86,4419346.63,75373.06,0,6,477.09,Growing,Fair Trade,"-1,263,813,965,358,330","13,307,331,756,185,300",0.8790074411639003
BRAND-2367,India,2013,D,Hemp,1,70.71,1557452.3,76277.62,0,10,200.04,Declining,B Corp,"-12,578,610,868,528,100",-0.6721319404693455,0.9104775057243979
BRAND-2368,Germany,2014,C,Tencel,1,115.57,2913987.35,11729.82,1,19,211.81,Declining,OEKO-TEX,-0.9436891694906699,0.27722412132330826,"-13,351,705,809,012,400"
BRAND-2369,India,2023,D,Vegan Leather,1,233.01,954511.47,74355.03,0,9,393.72,Declining,GOTS,-0.12121146162151565,"-1,094,093,416,409,670",0.8435897023466594
BRAND-2370,Germany,2017,B,Recycled Pol1ter,0,323.0,1996667.93,43109.2,0,15,146.88,Declining,0ne,0.5090232874515872,-0.3647517361948012,-0.2434673058632266
BRAND-2371,China,2018,C,Recycled Pol1ter,0,44.55,2743501.28,46949.73,0,18,117.8,Declining,B Corp,"-14,410,696,770,934,200",0.15791132951176826,-0.10985347477791632
BRAND-2372,France,2024,C,Recycled Pol1ter,0,337.94,1537154.47,99835.7,0,13,239.43,Growing,0ne,0.6136538814192742,-0.6863371524553807,"17,300,741,035,414,200"
BRAND-2373,Japan,2022,C,Vegan Leather,0,31.52,1603402.07,96019.45,1,3,284.18,Stable,GOTS,"-1,532,323,802,889,870",-0.639974501789469,"15,973,049,849,876,500"
BRAND-2374,Australia,2011,D,Recycled Pol1ter,1,389.39,585423.72,67726.93,0,11,432.86,Growing,OEKO-TEX,0.9739781156654252,"-13,523,953,989,466,600",0.6129950099952016
BRAND-2375,India,2024,A,Organic Cotton,0,199.22,3818050.73,6201.74,1,14,80.86,Stable,OEKO-TEX,-0.3578558906823017,0.9099228857582967,"-1,527,495,064,070,510"
BRAND-2376,Brazil,2012,C,Tencel,0,29.01,1110283.02,65818.49,0,7,227.51,Stable,GOTS,"-15,499,023,029,473,600",-0.9850784187895751,0.5465994917213052
BRAND-2377,Australia,2013,C,Tencel,0,65.92,3124014.62,47790.56,1,6,496.65,Growing,0ne,"-12,914,073,080,780,600",0.4242093849302179,-0.08060060666037512
BRAND-2378,Brazil,2018,C,Recycled Pol1ter,1,198.95,1473301.89,64159.34,0,9,212.16,Declining,Fair Trade,-0.3597468050311154,-0.7310236748449795,0.48887688889169745
BRAND-2379,France,2014,C,Tencel,0,29.5,2175886.14,4088.95,1,11,243.67,Declining,OEKO-TEX,"-15,464,706,435,735,800",-0.23932785271524867,"-16,010,000,142,150,800"
BRAND-2380,Germany,2020,A,Recycled Pol1ter,0,335.3,4828043.5,24968.73,0,15,344.44,Stable,0ne,0.5951649411197634,"1,616,755,163,012,210",-0.8745827233676163
BRAND-2381,Brazil,2013,A,Organic Cotton,1,401.91,244799.26,66885.98,1,1,457.91,Growing,OEKO-TEX,"1,061,660,514,358,560","-159,077,766,256,444",0.583737967021656
BRAND-2382,USA,2011,C,Tencel,1,270.44,3460658.1,35783.68,0,20,369.06,Declining,GOTS,0.14092529421586897,0.6598056036943214,-0.49832556550240664
BRAND-2383,Australia,2011,D,Hemp,0,300.55,3387838.62,99701.56,1,17,131.14,Growing,Fair Trade,0.35179726104097325,0.6088436954453683,"17,254,073,103,379,300"
BRAND-2384,USA,2020,C,Vegan Leather,0,262.37,2851588.81,31192.98,1,4,142.37,Declining,Fair Trade,0.08440796534577301,0.2335551927570973,-0.658038160994001
BRAND-2385,India,2023,C,Organic Cotton,1,390.51,2201237.85,19984.96,0,5,261.05,Stable,B Corp,0.9818219085197633,-0.22158573866864928,"-1,047,970,407,605,990"
BRAND-2386,Brazil,2015,C,Recycled Pol1ter,1,154.34,4922085.67,28423.18,0,16,495.76,Declining,GOTS,-0.6721678757739881,"16,825,695,362,962,800",-0.7544007956668435
BRAND-2387,Germany,2018,A,Organic Cotton,1,73.43,2029274.77,63646.62,1,14,36.15,Growing,0ne,"-12,388,118,756,351,300",-0.3419321996042035,0.4710391208039441
BRAND-2388,China,2014,D,Recycled Pol1ter,1,349.16,2045179.01,24398.81,1,8,494.11,Declining,B Corp,0.692231877692196,-0.33080179302001306,-0.8944105061507582
BRAND-2389,USA,2023,B,Hemp,1,396.8,3943343.78,35812.69,0,15,399.12,Growing,0ne,"10,258,732,094,606,400",0.9976078420135663,-0.4973162940633643
BRAND-2390,Brazil,2010,C,Tencel,0,359.92,2133283.44,16293.36,1,12,455.3,Declining,OEKO-TEX,0.7675883161856573,-0.26914288144873705,"-11,764,028,944,852,900"
BRAND-2391,Germany,2014,A,Hemp,1,362.25,4221045.43,81310.13,0,17,242.67,Growing,OEKO-TEX,0.783906206677271,"11,919,542,725,000,600","10,855,608,773,098,600"
BRAND-2392,India,2016,C,Bamboo Fabric,1,469.52,2115090.28,48907.52,0,8,56.54,Growing,0ne,"15,351,594,740,744,400",-0.28187516339689883,-0.04174104697224672
BRAND-2393,India,2022,B,Organic Cotton,1,137.19,3090949.18,32825.31,1,16,186.74,Growing,OEKO-TEX,-0.7922759538560384,0.40106890219824487,-0.6012486384813572
BRAND-2394,Germany,2010,A,Recycled Pol1ter,0,38.12,4710831.64,74071.99,0,2,346.41,Stable,0ne,"-14,861,014,521,410,900","15,347,257,382,620,000",0.8337426086511577
BRAND-2395,China,2017,B,Recycled Pol1ter,1,226.57,4283327.1,40660.04,0,17,401.08,Growing,OEKO-TEX,-0.16631327053395903,"12,355,414,108,884,600",-0.3286747252925495
BRAND-2396,Japan,2022,A,Bamboo Fabric,0,27.78,1400726.3,12344.74,0,6,472.94,Stable,Fair Trade,"-15,585,164,683,141,800",-0.781814899372999,"-13,137,772,271,164,800"
BRAND-2397,India,2021,B,Bamboo Fabric,0,462.72,338431.62,48281.32,1,6,84.94,Declining,0ne,"1,487,536,446,030,250","-15,252,500,902,794,800",-0.06352683722141045
BRAND-2398,India,2014,C,Bamboo Fabric,0,243.44,844671.86,80319.17,1,12,176.79,Growing,OEKO-TEX,-0.04816614066549313,"-11,709,634,534,783,400","10,510,849,164,262,600"
BRAND-2399,Germany,2018,B,Recycled Pol1ter,0,128.33,3122360.67,40394.85,1,13,351.1,Growing,B Corp,-0.8543259580430335,0.42305188630281265,-0.3379008091574102
BRAND-2400,UK,2014,C,Vegan Leather,0,59.49,1818866.08,33120.26,0,20,412.22,Declining,Fair Trade,"-1,336,439,083,125,730",-0.4891843957825118,-0.5909871903274272
BRAND-2401,Brazil,2020,C,Bamboo Fabric,1,417.96,305040.88,63409.54,0,4,255.89,Declining,OEKO-TEX,"11,740,648,673,158,100","-15,486,182,306,211,100",0.4627909969580933
BRAND-2402,USA,2013,D,Bamboo Fabric,0,41.19,1041639.21,92658.98,0,14,207.67,Growing,Fair Trade,"-1,464,601,055,656,430","-10,331,180,305,401,400","14,803,926,653,475,800"
BRAND-2403,USA,2015,D,Recycled Pol1ter,0,52.29,2983792.55,89268.11,1,18,37.86,Declining,B Corp,"-1,386,863,465,760,760",0.32607651902924906,"13,624,227,155,197,600"
BRAND-2404,China,2021,C,Hemp,1,55.99,1679909.26,2744.09,0,10,499.01,Growing,0ne,"-1,360,950,935,795,540",-0.5864317904550127,"-16,477,883,212,647,300"
BRAND-2405,Germany,2021,C,Hemp,1,158.93,2658101.32,85598.24,0,12,244.56,Stable,GOTS,-0.6400223318441565,0.09814511137914418,"1,234,746,225,481,920"
BRAND-2406,India,2020,C,Vegan Leather,1,439.61,4208224.19,5524.65,0,14,288.79,Stable,GOTS,"1,325,688,184,544,750","11,829,814,693,913,600","-15,510,513,411,701,700"
BRAND-2407,UK,2014,B,Vegan Leather,0,191.98,3178421.05,17451.45,1,5,383.55,Stable,Fair Trade,-0.4085604087764152,0.46228512364481833,"-11,361,124,029,016,800"
BRAND-2408,Brazil,2011,A,Vegan Leather,1,63.72,3712622.22,88138.99,1,8,382.53,Growing,Fair Trade,"-1,306,814,758,327,650",0.836139908271451,"13,231,401,037,565,300"
BRAND-2409,Germany,2024,B,Recycled Pol1ter,1,259.67,1137991.72,75898.39,1,7,352.23,Growing,B Corp,0.06549882185763688,-0.9656867913418405,0.8972839170367736
BRAND-2410,USA,2017,C,Hemp,1,69.09,822607.0,84137.77,0,8,359.42,Growing,0ne,"-1,269,206,572,945,690","-11,864,053,018,799,700","11,839,357,925,767,800"
BRAND-2411,Australia,2020,D,Organic Cotton,0,104.84,525029.19,75924.34,0,19,125.32,Stable,0ne,"-10,188,355,063,898,100","-1,394,661,843,263,470",0.8981867296477059
BRAND-2412,Germany,2012,C,Vegan Leather,0,103.57,3776807.82,95139.49,0,9,362.36,Declining,B Corp,"-10,277,298,072,157,100",0.8810594910273836,"15,666,907,659,080,300"
BRAND-2413,India,2012,B,Recycled Pol1ter,0,324.85,1555540.37,95425.69,1,3,479.08,Declining,GOTS,0.5219795524341992,-0.673469983548456,"15,766,477,974,783,200"
BRAND-2414,Brazil,2019,C,Tencel,0,57.44,433771.71,92581.23,1,19,487.72,Declining,0ne,"-13,507,960,254,037,600","-14,585,273,820,285,100","14,776,877,065,614,600"
BRAND-2415,USA,2011,A,Tencel,0,168.95,2052562.77,52021.16,0,3,53.97,Growing,0ne,-0.56984839934374,-0.3256343501921833,0.06658394177161564
BRAND-2416,USA,2018,B,Vegan Leather,0,14.25,1409728.31,47338.26,0,8,119.37,Stable,OEKO-TEX,"-16,532,722,873,491,700",-0.7755149421681939,-0.09633633474995786
BRAND-2417,USA,2012,A,Hemp,1,131.08,1978872.67,17137.79,1,16,176.51,Declining,GOTS,-0.8350666452310429,-0.37720555222570756,"-1,147,024,780,687,620"
BRAND-2418,India,2022,D,Bamboo Fabric,1,229.28,1309738.04,52329.91,1,10,136.55,Stable,OEKO-TEX,-0.1473340931810519,-0.8454920274965709,0.07732549836604127
BRAND-2419,UK,2015,C,Recycled Pol1ter,0,448.62,1007785.17,26353.68,1,17,340.87,Stable,Fair Trade,"13,887,886,967,033,100","-10,568,104,062,662,000",-0.82639966650786
BRAND-2420,USA,2023,C,Vegan Leather,0,269.41,562876.55,18181.9,1,4,60.76,Declining,OEKO-TEX,0.13371180614446906,"-13,681,747,866,711,200","-11,106,997,064,987,700"
BRAND-2421,Japan,2024,C,Organic Cotton,1,159.16,1184146.99,68861.85,0,20,197.03,Growing,Fair Trade,-0.6384115529544264,-0.9333855357582295,0.6524794064653091
BRAND-2422,Australia,2012,A,Recycled Pol1ter,0,22.98,3593165.53,51790.96,1,12,429.24,Stable,OEKO-TEX,"-15,921,327,234,042,000",0.7525394640564738,0.058575176336678546
BRAND-2423,India,2018,A,Hemp,1,231.69,4108533.42,77990.89,0,1,114.69,Declining,Fair Trade,-0.13045593177127107,"11,132,139,858,277,900",0.9700829686119498
BRAND-2424,Italy,2024,A,Organic Cotton,1,103.72,4068497.84,26294.9,0,4,385.33,Stable,B Corp,"-10,266,792,992,441,500","10,851,955,276,535,000",-0.8284446501406384
BRAND-2425,France,2024,B,Recycled Pol1ter,1,166.75,1339733.32,4568.48,1,17,238.11,Declining,B Corp,-0.5852558495933323,-0.8245001623080025,"-15,843,169,417,171,900"
BRAND-2426,Brazil,2013,B,Recycled Pol1ter,0,31.56,3017113.28,87037.36,1,18,478.19,Declining,Fair Trade,"-15,320,436,674,307,800",0.34939566364615837,"12,848,138,819,229,500"
BRAND-2427,Australia,2022,C,Hemp,0,462.4,3644698.38,3712.31,1,3,75.02,Stable,GOTS,"14,852,953,623,575,800",0.7886041595679917,"-16,141,034,955,939,500"
BRAND-2428,Australia,2011,C,Recycled Pol1ter,1,449.78,2321578.74,17453.94,0,6,214.97,Growing,GOTS,"13,969,126,250,167,300",-0.13736649685619254,"-11,360,257,746,395,900"
BRAND-2429,Italy,2021,A,Bamboo Fabric,0,438.78,1550100.97,43941.71,1,16,204.79,Declining,OEKO-TEX,"1,319,875,373,768,770",-0.6772766875201043,-0.2145038944286507
BRAND-2430,Germany,2011,B,Vegan Leather,0,108.22,4618329.51,95913.21,0,8,281.35,Stable,OEKO-TEX,-0.9951640600972629,"14,699,891,449,508,100","15,936,088,458,051,600"
BRAND-2431,UK,2016,D,Hemp,1,233.24,3090975.89,64640.01,0,4,334.42,Stable,B Corp,-0.1196006827317854,0.4010875948965356,0.5055996225216332
BRAND-2432,India,2020,C,Tencel,1,227.95,2327384.05,63669.43,0,6,30.76,Stable,OEKO-TEX,-0.15664859719557833,-0.13330371481522343,0.4718326913494302
BRAND-2433,Brazil,2023,C,Recycled Pol1ter,1,95.41,1333161.81,1327.75,1,17,272.88,Stable,OEKO-TEX,"-10,848,774,408,687,500",-0.8290991609506333,"-16,970,634,508,742,800"
BRAND-2434,Italy,2018,B,Tencel,0,297.19,96479.82,50910.75,1,13,190.6,Stable,0ne,0.3282658824779592,"-1,694,577,383,364,640",0.02795225964038906
BRAND-2435,France,2013,D,Organic Cotton,0,311.22,4248023.0,85862.03,1,9,130.1,Stable,GOTS,0.4265233947514968,"12,108,342,266,980,200","12,439,236,026,933,900"
BRAND-2436,Brazil,2021,B,Bamboo Fabric,0,50.36,2114560.4,19717.98,1,9,291.18,Declining,Fair Trade,"-14,003,800,016,615,400",-0.2822459940584601,"-10,572,587,664,062,500"
BRAND-2437,China,2015,C,Hemp,0,359.05,3146568.21,74672.59,0,11,80.85,Stable,Fair Trade,0.7614953699505911,0.43999326562072133,0.8546377629527349
BRAND-2438,UK,2010,A,Hemp,0,225.23,4046128.84,51280.21,1,6,92.37,Stable,OEKO-TEX,-0.1756978084132563,"10,695,408,302,343,400",0.040805945468329094
BRAND-2439,Italy,2010,C,Vegan Leather,1,17.47,2699137.33,52660.4,0,20,314.26,Growing,OEKO-TEX,"-1,630,721,382,892,950",0.12686370943179617,0.08882339970658121
BRAND-2440,France,2020,A,Bamboo Fabric,1,463.7,2563706.67,5666.35,0,17,235.53,Declining,Fair Trade,"14,943,997,647,777,900",0.0320840588628116,"-15,461,215,320,384,100"
BRAND-2441,France,2011,C,Bamboo Fabric,0,66.27,3475064.7,56482.03,0,12,319.76,Stable,OEKO-TEX,"-12,889,561,228,110,800",0.6698879034770082,0.22177969097121217
BRAND-2442,France,2018,D,Bamboo Fabric,1,369.98,3805283.47,92702.59,0,5,263.06,Declining,Fair Trade,0.8380423841451574,0.9009878599559906,"14,819,098,776,004,800"
BRAND-2443,Italy,2012,C,Recycled Pol1ter,1,359.21,4299162.75,13550.7,0,12,223.58,Stable,GOTS,0.7626159117869249,"12,466,238,155,192,400","-12,718,213,158,918,200"
BRAND-2444,Italy,2019,D,Vegan Leather,1,318.9,3069617.53,64780.26,1,9,139.22,Declining,OEKO-TEX,0.48030940289552837,0.3861401827113878,0.5104789854766718
BRAND-2445,China,2016,C,Hemp,0,491.9,360695.94,27261.61,0,6,423.84,Declining,OEKO-TEX,"16,918,952,634,316,600","-15,096,686,520,013,500",-0.7948123580745746
BRAND-2446,France,2019,B,Bamboo Fabric,0,234.3,4593411.97,21599.74,1,6,53.61,Growing,OEKO-TEX,-0.11217709306607265,"14,525,508,799,800,900",-0.9917914577839856
BRAND-2447,China,2014,B,Bamboo Fabric,1,37.69,2810930.29,37806.37,0,1,433.59,Stable,GOTS,"-14,891,129,083,262,400",0.20510077690878,-0.4279552364077384
BRAND-2448,India,2012,C,Recycled Pol1ter,0,212.91,4324674.91,75534.12,0,20,221.5,Stable,B Corp,-0.26197952981097405,"12,644,782,187,249,800",0.8846107937310199
BRAND-2449,Germany,2013,A,Bamboo Fabric,1,415.65,2914267.72,99624.84,1,8,106.2,Declining,GOTS,"11,578,870,445,537,400",0.2774203351690507,"17,227,381,857,325,100"
BRAND-2450,Australia,2019,A,Organic Cotton,1,378.33,4386996.33,47591.06,0,16,277.28,Growing,Fair Trade,0.8965206612288377,"13,080,931,757,115,500",-0.08754130476754246
BRAND-2451,Germany,2018,A,Tencel,0,275.31,4173168.95,28147.91,0,17,429.03,Declining,0ne,0.17503178635928507,"11,584,484,471,214,300",-0.7639775674360663
BRAND-2452,China,2011,B,Bamboo Fabric,1,467.67,1733934.42,39485.15,0,10,197.61,Growing,0ne,"15,222,032,090,918,300",-0.5486228793359688,-0.36954969671675914
BRAND-2453,Brazil,2016,B,Tencel,0,76.39,1445671.0,98249.4,1,12,413.35,Stable,OEKO-TEX,"-12,180,818,516,629,500",-0.7503608478242003,"16,748,859,862,110,900"
BRAND-2454,India,2016,A,Tencel,1,424.9,4874604.13,78672.93,0,13,464.46,Declining,Fair Trade,"12,226,683,694,668,000","16,493,401,053,116,200",0.9938114585217862
BRAND-2455,Australia,2015,A,Hemp,0,305.69,198712.61,22531.5,0,4,216.25,Growing,OEKO-TEX,0.38779466753320285,"-16,230,308,951,994,600",-0.9593750925291774
BRAND-2456,Italy,2023,D,Organic Cotton,0,7.06,2311962.1,11238.67,0,2,367.89,Declining,GOTS,"-17,036,266,361,194,300",-0.1440965960733693,"-13,522,579,186,222,200"
BRAND-2457,Italy,2011,B,Vegan Leather,0,331.08,4348684.74,72836.66,0,16,162.53,Declining,0ne,0.565610650186454,"12,812,812,328,845,600",0.7907649014194432
BRAND-2458,UK,2023,D,Bamboo Fabric,0,267.81,3656229.31,88743.57,1,10,132.81,Stable,GOTS,0.12250638778112892,0.7966739534841952,"13,441,737,241,155,800"
BRAND-2459,Italy,2016,B,Organic Cotton,0,104.42,4197264.4,36250.86,1,8,413.75,Declining,B Corp,"-10,217,769,287,101,900","11,753,113,814,917,000",-0.4820721552682891
BRAND-2460,Brazil,2011,C,Recycled Pol1ter,1,475.19,1416352.98,64014.92,0,13,291.36,Growing,Fair Trade,"15,748,686,753,995,300",-0.7708787400871081,0.483852449690509
BRAND-2461,Japan,2012,C,Bamboo Fabric,1,196.82,3683932.26,71267.8,1,3,427.86,Declining,GOTS,-0.3746640182273117,0.816061556857981,0.736183529828413
BRAND-2462,Japan,2017,D,Recycled Pol1ter,1,100.94,612127.35,54406.02,1,7,349.31,Stable,0ne,"-10,461,487,136,504,500","-13,337,071,586,300,000",0.14955433419196168
BRAND-2463,Italy,2011,B,Bamboo Fabric,1,334.37,3562656.17,57782.09,0,19,380.88,Stable,B Corp,0.588651791696072,0.7311878256617164,0.2670093851125853
BRAND-2464,UK,2019,C,Organic Cotton,1,14.51,4084429.43,71251.24,0,18,299.03,Stable,B Corp,"-16,514,514,068,651,300","1,096,345,074,832,910",0.735607399699818
BRAND-2465,Brazil,2012,C,Recycled Pol1ter,0,281.89,1793996.55,29151.39,1,14,400.33,Growing,Fair Trade,0.2211140693785206,-0.5065890614853511,-0.7290660299093481
BRAND-2466,Japan,2013,A,Bamboo Fabric,1,281.48,1804342.53,71185.96,1,6,253.37,Growing,B Corp,0.21824268092291496,-0.4993485417301221,0.7333362780334729
BRAND-2467,UK,2011,A,Hemp,1,26.39,3820637.37,42290.52,0,15,62.58,Stable,B Corp,"-15,682,511,755,173,300",0.9117331171737515,-0.27194956514330554
BRAND-2468,USA,2012,C,Hemp,0,75.25,492919.36,14295.31,1,6,443.28,Growing,B Corp,"-12,260,657,122,468,300","-14,171,335,528,987,100","-12,459,159,864,804,000"
BRAND-2469,France,2014,B,Organic Cotton,1,117.9,876436.12,13487.84,1,13,199.63,Stable,0ne,-0.9273712789990559,"-11,487,335,871,882,200","-1,274,008,244,628,750"
BRAND-2470,Japan,2015,A,Bamboo Fabric,0,164.97,3197873.37,23161.33,1,4,327.07,Stable,OEKO-TEX,-0.5977218775225481,0.47589861480225715,-0.9374630128858832
BRAND-2471,China,2020,D,Vegan Leather,1,382.64,547049.01,76666.64,1,1,208.92,Declining,B Corp,0.9267052569450848,"-1,379,251,515,608,030",0.9240116930810408
BRAND-2472,Japan,2011,D,Bamboo Fabric,1,253.16,3874253.88,21103.21,0,2,471.68,Growing,GOTS,0.019906775891797217,0.9492560391068532,"-10,090,659,682,158,200"
BRAND-2473,Brazil,2020,D,Bamboo Fabric,1,16.2,3615616.59,35799.0,1,19,179.71,Stable,GOTS,"-16,396,156,837,188,500",0.7682515902596785,-0.4977925755525229
BRAND-2474,France,2012,D,Organic Cotton,0,267.94,345277.61,6370.9,1,8,60.67,Stable,OEKO-TEX,0.12341682802315025,"-1,520,458,999,842,510","-1,521,609,908,723,100"
BRAND-2475,China,2016,D,Recycled Pol1ter,0,251.95,3152095.29,74024.52,0,3,320.23,Growing,OEKO-TEX,0.011432678254521307,0.4438613314712963,0.8320911051967855
BRAND-2476,Australia,2010,B,Tencel,0,352.32,2864164.61,40398.27,0,7,435.44,Growing,B Corp,0.7143625789597923,0.24235622739449342,-0.33778182576128746
BRAND-2477,Germany,2010,C,Hemp,0,431.08,2266754.45,36064.15,0,5,421.32,Growing,B Corp,"12,659,492,978,952,000",-0.17573467027344292,-0.4885678833063303
BRAND-2478,China,2023,C,Vegan Leather,1,311.21,2315192.49,73805.62,0,6,144.98,Growing,0ne,0.42645336088672564,-0.14183584333538846,0.8244754720355876
BRAND-2479,India,2021,C,Recycled Pol1ter,1,461.58,3487156.46,88486.28,0,11,102.44,Declining,OEKO-TEX,"14,795,525,854,463,700",0.6783501880702015,"13,352,224,849,376,700"
BRAND-2480,China,2021,D,Hemp,0,483.94,2178226.83,9625.66,1,7,334.74,Stable,OEKO-TEX,"1,636,148,307,074,040",-0.23768974668895956,"-1,408,375,289,318,170"
BRAND-2481,Brazil,2012,A,Bamboo Fabric,0,339.45,3096942.4,39431.22,1,6,111.64,Stable,0ne,0.6242289949996762,0.4052631909758601,-0.37142594658603
BRAND-2482,Italy,2018,D,Bamboo Fabric,1,450.67,674147.7,9287.57,0,19,125.57,Declining,OEKO-TEX,"14,031,456,389,813,400","-12,903,029,021,553,900","-14,201,375,982,056,500"
BRAND-2483,Australia,2019,C,Recycled Pol1ter,0,149.91,3788683.73,38027.87,0,14,133.48,Stable,Fair Trade,-0.7031928778674856,0.8893707153837348,-0.42024914803311403
BRAND-2484,Germany,2024,D,Vegan Leather,1,28.37,872885.12,87647.3,1,7,360.45,Declining,Fair Trade,"-15,543,844,702,926,900","-11,512,187,152,911,900","13,060,339,791,835,300"
BRAND-2485,Brazil,2018,B,Organic Cotton,1,230.92,2970359.87,60607.75,0,5,365.16,Declining,0ne,-0.1358485393586285,0.31667580639442205,0.3653154152554348
BRAND-2486,India,2012,C,Bamboo Fabric,1,419.47,3630329.34,77914.66,0,13,219.78,Declining,0ne,"11,846,399,808,962,100",0.7785481457361771,0.9674308913352112
BRAND-2487,Brazil,2017,A,Vegan Leather,0,204.92,4308756.14,2365.15,1,4,37.8,Growing,GOTS,-0.3179365877629031,"12,533,376,434,808,800","-16,609,718,207,170,100"
BRAND-2488,China,2020,B,Vegan Leather,1,291.43,2368300.96,14916.0,1,18,344.8,Growing,OEKO-TEX,0.28792637636993534,-0.10466846758123226,"-12,243,218,917,027,700"
BRAND-2489,Germany,2017,D,Tencel,1,107.4,2024080.24,85811.76,0,8,204.1,Growing,Fair Trade,"-10,009,068,370,084,700",-0.34556753401274964,"12,421,746,859,322,500"
BRAND-2490,Germany,2014,C,Vegan Leather,0,376.35,2602551.37,21114.25,1,11,314.26,Declining,OEKO-TEX,0.8826539560042047,0.05926909283116891,"-10,086,818,814,634,200"
BRAND-2491,Australia,2023,B,Organic Cotton,0,130.22,1029826.58,45411.41,1,16,472.84,Stable,B Corp,-0.8410895576013382,"-10,413,849,690,878,900",-0.1633723455158494
BRAND-2492,Japan,2023,A,Vegan Leather,1,63.51,963919.47,79782.94,0,15,209.22,Stable,OEKO-TEX,"-13,082,854,694,878,400","-10,875,093,315,905,300","1,032,429,224,466,330"
BRAND-2493,Germany,2018,C,Recycled Pol1ter,0,427.37,3948525.95,82003.08,0,7,235.27,Stable,Fair Trade,"1,239,966,734,065,200","10,012,345,264,127,200","1,109,668,931,211,420"
BRAND-2494,India,2012,B,Hemp,1,197.15,1699872.85,54721.24,1,1,356.65,Stable,Fair Trade,-0.37235290068987276,-0.5724604926388278,0.16052098510595314
BRAND-2495,UK,2024,C,Organic Cotton,1,488.0,2313994.73,67885.08,1,8,62.33,Growing,Fair Trade,"16,645,820,561,710,200",-0.142674082433282,0.618497122304217
BRAND-2496,USA,2014,D,Bamboo Fabric,0,230.93,873522.17,88649.91,1,1,363.13,Growing,0ne,-0.1357785054938575,"-11,507,728,828,896,200","13,409,152,490,042,200"
